800,,,,,,
scooping,145,160,,,,
ACCEL,2011-03-17 12:09:17.817,110,772,-0.359375,0.625,-0.890625
ACCEL,2011-03-17 12:09:17.837,110,773,-0.2617188,0.7382813,-0.9375
ACCEL,2011-03-17 12:09:17.857,110,774,-0.1132813,0.8164063,-1.164063
ACCEL,2011-03-17 12:09:17.877,110,775,0.046875,0.7578125,-1.425781
ACCEL,2011-03-17 12:09:17.897,110,776,0.1523438,0.7617188,-1.507813
ACCEL,2011-03-17 12:09:17.917,110,777,0.1601563,0.7226563,-1.398438
ACCEL,2011-03-17 12:09:17.937,110,778,0.1289063,0.640625,-1.242188
ACCEL,2011-03-17 12:09:17.969,110,779,0.03515625,0.5195313,-1.109375
ACCEL,2011-03-17 12:09:17.989,110,780,0.01953125,0.453125,-1.035156
ACCEL,2011-03-17 12:09:18.009,110,781,0.0546875,0.3789063,-1.003906
ACCEL,2011-03-17 12:09:18.029,110,782,0.06640625,0.3710938,-0.9960938
ACCEL,2011-03-17 12:09:18.049,110,783,0.1054688,0.3085938,-0.984375
ACCEL,2011-03-17 12:09:18.069,110,784,0.08984375,0.265625,-0.8867188
ACCEL,2011-03-17 12:09:18.089,110,785,0.03515625,0.2617188,-0.8085938
ACCEL,2011-03-17 12:09:18.109,110,786,-0.015625,0.2929688,-0.7382813
ACCEL,2011-03-17 12:09:18.105,110,787,-0.015625,0.2265625,-0.6953125
ACCEL,2011-03-17 12:09:18.125,110,788,-0.046875,0.25,-0.7226563
ACCEL,2011-03-17 12:09:18.145,110,789,-0.0625,0.2421875,-0.6992188
ACCEL,2011-03-17 12:09:18.165,110,790,-0.1210938,0.234375,-0.609375
ACCEL,2011-03-17 12:09:18.185,110,791,-0.171875,0.2539063,-0.421875
ACCEL,2011-03-17 12:09:18.205,110,792,-0.3710938,0.2382813,-0.2265625
ACCEL,2011-03-17 12:09:18.225,110,793,-0.3632813,0.2929688,-0.1953125
ACCEL,2011-03-17 12:09:18.245,110,794,-0.3359375,0.2617188,-0.1796875
ACCEL,2011-03-17 12:09:18.265,110,795,-0.2851563,0.2734375,-0.09375
ACCEL,2011-03-17 12:09:18.281,110,796,-0.2695313,0.2773438,-0.05859375
ACCEL,2011-03-17 12:09:18.301,110,797,-0.4257813,0.04296875,0.171875
ACCEL,2011-03-17 12:09:18.321,110,798,-0.4648438,0.296875,0.8828125
ACCEL,2011-03-17 12:09:18.341,110,799,-0.5546875,0.1992188,1.15625
ACCEL,2011-03-17 12:09:18.361,110,800,-0.6289063,0.2226563,1.222656
ACCEL,2011-03-17 12:09:18.381,110,801,-0.6484375,0.265625,1.144531
ACCEL,2011-03-17 12:09:18.401,110,802,-0.6953125,0.3085938,1.15625
ACCEL,2011-03-17 12:09:18.421,110,803,-0.7617188,0.3320313,1.300781
ACCEL,2011-03-17 12:09:18.433,110,804,-0.8125,0.3359375,1.304688
ACCEL,2011-03-17 12:09:18.453,110,805,-0.8085938,0.3164063,1.167969
ACCEL,2011-03-17 12:09:18.473,110,806,-0.8164063,0.3007813,1.109375
ACCEL,2011-03-17 12:09:18.493,110,807,-0.8320313,0.34375,1.066406
ACCEL,2011-03-17 12:09:18.513,110,808,-0.8007813,0.3320313,0.90625
ACCEL,2011-03-17 12:09:18.533,110,809,-0.734375,0.265625,0.7617188
ACCEL,2011-03-17 12:09:18.553,110,810,-0.6953125,0.2226563,0.7070313
ACCEL,2011-03-17 12:09:18.573,110,811,-0.7265625,0.1992188,0.7109375
ACCEL,2011-03-17 12:09:18.593,110,812,-0.75,0.2460938,0.4882813
ACCEL,2011-03-17 12:09:18.625,110,813,-0.703125,0.1484375,0.3320313
ACCEL,2011-03-17 12:09:18.645,110,814,-0.7460938,0.1484375,0.4101563
ACCEL,2011-03-17 12:09:18.665,110,815,-0.7617188,0.2070313,0.3125
ACCEL,2011-03-17 12:09:18.685,110,816,-0.6523438,0.1445313,-0.01953125
ACCEL,2011-03-17 12:09:18.705,110,817,-0.6601563,0.08984375,-0.06640625
ACCEL,2011-03-17 12:09:18.725,110,818,-0.6992188,0.0625,0.109375
ACCEL,2011-03-17 12:09:18.745,110,819,-0.7734375,0.1835938,-0.06640625
ACCEL,2011-03-17 12:09:18.765,110,820,-0.7734375,0.3007813,-0.2460938
ACCEL,2011-03-17 12:09:18.781,110,821,-0.5390625,-0.01171875,-1.441406
ACCEL,2011-03-17 12:09:18.801,110,822,-0.6601563,0.1328125,-0.375
ACCEL,2011-03-17 12:09:18.821,110,823,-0.71875,0.1328125,-0.234375
ACCEL,2011-03-17 12:09:18.841,110,824,-0.734375,0.2382813,-0.4453125
ACCEL,2011-03-17 12:09:18.861,110,825,-0.7109375,0.3359375,-0.53125
ACCEL,2011-03-17 12:09:18.881,110,826,-0.7148438,0.3320313,-0.3046875
ACCEL,2011-03-17 12:09:18.901,110,827,-0.7695313,0.2890625,-0.2109375
ACCEL,2011-03-17 12:09:18.921,110,828,-0.8554688,0.3945313,-0.34375
ACCEL,2011-03-17 12:09:18.938,110,829,-0.8085938,0.5273438,-0.5742188
ACCEL,2011-03-17 12:09:18.958,110,830,-0.7148438,0.5625,-0.4648438
ACCEL,2011-03-17 12:09:18.978,110,831,-0.7265625,0.5585938,-0.3945313
ACCEL,2011-03-17 12:09:18.998,110,832,-0.8203125,0.6484375,-0.4609375
ACCEL,2011-03-17 12:09:19.018,110,833,-0.7851563,0.75,-0.7148438
ACCEL,2011-03-17 12:09:19.038,110,834,-0.6640625,0.84375,-0.8242188
ACCEL,2011-03-17 12:09:19.058,110,835,-0.5390625,0.7109375,-0.7890625
ACCEL,2011-03-17 12:09:19.078,110,836,-0.546875,1.007813,-0.6015625
ACCEL,2011-03-17 12:09:19.078,110,837,-0.5703125,0.6445313,-0.9648438
ACCEL,2011-03-17 12:09:19.098,110,838,-0.8632813,0.8007813,-1.003906
ACCEL,2011-03-17 12:09:19.118,110,839,-0.671875,0.6914063,-1.035156
ACCEL,2011-03-17 12:09:19.138,110,840,-0.5273438,0.5703125,-0.8984375
ACCEL,2011-03-17 12:09:19.158,110,841,-0.4960938,0.5546875,-0.7734375
ACCEL,2011-03-17 12:09:19.178,110,842,-0.375,0.5039063,-0.7929688
ACCEL,2011-03-17 12:09:19.198,110,843,-0.2070313,0.5625,-0.9960938
ACCEL,2011-03-17 12:09:19.218,110,844,-0.1445313,0.6132813,-1.085938
ACCEL,2011-03-17 12:09:19.230,110,845,-0.1171875,0.6171875,-1.039063
ACCEL,2011-03-17 12:09:19.250,110,846,-0.0703125,0.625,-0.9375
ACCEL,2011-03-17 12:09:19.270,110,847,0.04296875,0.6171875,-1.027344
ACCEL,2011-03-17 12:09:19.290,110,848,0.1289063,0.7539063,-1.1875
ACCEL,2011-03-17 12:09:19.310,110,849,0.3359375,0.8359375,-1.203125
ACCEL,2011-03-17 12:09:19.330,110,850,0.4492188,0.8476563,-1.152344
ACCEL,2011-03-17 12:09:19.350,110,851,0.5585938,0.8125,-1.121094
ACCEL,2011-03-17 12:09:19.370,110,852,0.6171875,0.8046875,-1.128906
ACCEL,2011-03-17 12:09:19.390,110,853,0.609375,0.7382813,-1.109375
ACCEL,2011-03-17 12:09:19.406,110,854,0.5507813,0.671875,-0.9296875
ACCEL,2011-03-17 12:09:19.426,110,855,0.4726563,0.6132813,-0.7617188
ACCEL,2011-03-17 12:09:19.446,110,856,0.3710938,0.6132813,-0.703125
ACCEL,2011-03-17 12:09:19.466,110,857,0.2929688,0.5429688,-0.65625
ACCEL,2011-03-17 12:09:19.486,110,858,0.2109375,0.4726563,-0.6289063
ACCEL,2011-03-17 12:09:19.506,110,859,0.1445313,0.4414063,-0.5234375
ACCEL,2011-03-17 12:09:19.526,110,860,0.1054688,0.4296875,-0.4140625
ACCEL,2011-03-17 12:09:19.546,110,861,0.07421875,0.421875,-0.3242188
ACCEL,2011-03-17 12:09:19.578,110,862,0.0234375,0.4140625,-0.3007813
ACCEL,2011-03-17 12:09:19.598,110,863,0.046875,0.4921875,-0.203125
ACCEL,2011-03-17 12:09:19.618,110,864,-0.1914063,0.4726563,-0.07421875
ACCEL,2011-03-17 12:09:19.638,110,865,0.01171875,0.4101563,-0.0703125
ACCEL,2011-03-17 12:09:19.658,110,866,0.0078125,0.4023438,-0.0859375
ACCEL,2011-03-17 12:09:19.678,110,867,0.3632813,0.1367188,0.1484375
ACCEL,2011-03-17 12:09:19.698,110,868,0.2265625,0.3085938,0.6679688
ACCEL,2011-03-17 12:09:19.718,110,869,-0.05078125,0.1679688,1.203125
ACCEL,2011-03-17 12:09:19.719,110,870,-0.3476563,0.1210938,1.746094
ACCEL,2011-03-17 12:09:19.739,110,871,-0.6484375,0.140625,1.660156
ACCEL,2011-03-17 12:09:19.759,110,872,-0.5546875,0.109375,1.1875
ACCEL,2011-03-17 12:09:19.779,110,873,-0.5195313,0.1875,1.222656
ACCEL,2011-03-17 12:09:19.799,110,874,-0.6484375,0.4023438,1.457031
ACCEL,2011-03-17 12:09:19.819,110,875,-0.6679688,0.3828125,1.394531
ACCEL,2011-03-17 12:09:19.839,110,876,-0.8085938,0.4335938,1.167969
ACCEL,2011-03-17 12:09:19.859,110,877,-0.9453125,0.4570313,1.140625
ACCEL,2011-03-17 12:09:19.886,110,878,-0.9804688,0.4335938,1.121094
ACCEL,2011-03-17 12:09:19.906,110,879,-0.921875,0.3984375,0.9726563
ACCEL,2011-03-17 12:09:19.926,110,880,-0.8476563,0.3710938,0.8046875
ACCEL,2011-03-17 12:09:19.946,110,881,-0.78125,0.3476563,0.671875
ACCEL,2011-03-17 12:09:19.966,110,882,-0.7265625,0.3125,0.5820313
ACCEL,2011-03-17 12:09:19.986,110,883,-0.6914063,0.2421875,0.5898438
ACCEL,2011-03-17 12:09:20.006,110,884,-0.6992188,0.2421875,0.5703125
ACCEL,2011-03-17 12:09:20.026,110,885,-0.6992188,0.265625,0.3789063
ACCEL,2011-03-17 12:09:20.046,110,886,-0.7070313,0.2460938,0.1914063
ACCEL,2011-03-17 12:09:20.058,110,887,-0.7382813,0.2070313,0.3203125
ACCEL,2011-03-17 12:09:20.078,110,888,-0.7109375,0.1289063,0.4101563
ACCEL,2011-03-17 12:09:20.098,110,889,-0.6875,0.1328125,0.2851563
ACCEL,2011-03-17 12:09:20.118,110,890,-0.6875,0.2148438,-0.06640625
ACCEL,2011-03-17 12:09:20.138,110,891,-0.6953125,0.2109375,-0.1992188
ACCEL,2011-03-17 12:09:20.158,110,892,-0.765625,0.171875,0.1914063
ACCEL,2011-03-17 12:09:20.178,110,893,-0.7617188,0.125,0.1992188
ACCEL,2011-03-17 12:09:20.198,110,894,-0.8085938,0.2421875,-0.08203125
ACCEL,2011-03-17 12:09:20.218,110,895,-0.8476563,0.2929688,-0.3007813
ACCEL,2011-03-17 12:09:20.219,110,896,-0.7304688,0.3359375,-0.265625
ACCEL,2011-03-17 12:09:20.239,110,897,-0.609375,0.2773438,-0.2695313
ACCEL,2011-03-17 12:09:20.259,110,898,-0.640625,0.3632813,-0.4335938
ACCEL,2011-03-17 12:09:20.279,110,899,-0.4648438,0.5273438,-0.8007813
ACCEL,2011-03-17 12:09:20.299,110,900,-0.5351563,0.53125,-0.59375
ACCEL,2011-03-17 12:09:20.319,110,901,-0.484375,0.4765625,-0.5390625
ACCEL,2011-03-17 12:09:20.339,110,902,-0.578125,0.4453125,-0.6953125
ACCEL,2011-03-17 12:09:20.359,110,903,-0.671875,0.6015625,-0.703125
ACCEL,2011-03-17 12:09:20.395,110,904,-0.5585938,0.6445313,-0.7460938
ACCEL,2011-03-17 12:09:20.415,110,905,-0.5117188,0.6445313,-0.7382813
ACCEL,2011-03-17 12:09:20.435,110,906,-0.5429688,0.5820313,-0.734375
ACCEL,2011-03-17 12:09:20.455,110,907,-0.6171875,0.7148438,-0.7734375
ACCEL,2011-03-17 12:09:20.475,110,908,-0.4726563,0.6328125,-0.8359375
ACCEL,2011-03-17 12:09:20.495,110,909,-0.34375,0.6054688,-0.8242188
ACCEL,2011-03-17 12:09:20.515,110,910,-0.2695313,0.515625,-0.8242188
ACCEL,2011-03-17 12:09:20.511,110,911,-0.3359375,0.5820313,-0.8007813
ACCEL,2011-03-17 12:09:20.531,110,912,-0.0390625,0.7929688,-0.5625
ACCEL,2011-03-17 12:09:20.551,110,913,-0.34375,0.7851563,-1.34375
ACCEL,2011-03-17 12:09:20.571,110,914,-0.359375,0.578125,-1.054688
ACCEL,2011-03-17 12:09:20.591,110,915,-0.3085938,0.4804688,-0.796875
ACCEL,2011-03-17 12:09:20.611,110,916,-0.2460938,0.6015625,-0.8476563
ACCEL,2011-03-17 12:09:20.631,110,917,-0.00390625,0.53125,-1.097656
ACCEL,2011-03-17 12:09:20.651,110,918,0.03125,0.515625,-1.125
ACCEL,2011-03-17 12:09:20.671,110,919,-0.1054688,0.609375,-1.105469
ACCEL,2011-03-17 12:09:20.688,110,920,-0.1796875,0.6875,-1.199219
ACCEL,2011-03-17 12:09:20.708,110,921,-0.07421875,0.6796875,-1.300781
ACCEL,2011-03-17 12:09:20.728,110,922,0.07421875,0.6289063,-1.339844
ACCEL,2011-03-17 12:09:20.748,110,923,0.15625,0.5546875,-1.398438
ACCEL,2011-03-17 12:09:20.768,110,924,0.2734375,0.4960938,-1.402344
ACCEL,2011-03-17 12:09:20.788,110,925,0.3632813,0.4414063,-1.328125
ACCEL,2011-03-17 12:09:20.808,110,926,0.2851563,0.4414063,-1.28125
ACCEL,2011-03-17 12:09:20.828,110,927,0.3125,0.4453125,-1.214844
ACCEL,2011-03-17 12:09:20.840,110,928,0.2773438,0.4492188,-1.097656
ACCEL,2011-03-17 12:09:20.860,110,929,0.171875,0.4414063,-0.9804688
ACCEL,2011-03-17 12:09:20.880,110,930,0.1054688,0.4101563,-0.8867188
ACCEL,2011-03-17 12:09:20.900,110,931,0.078125,0.3984375,-0.7539063
ACCEL,2011-03-17 12:09:20.920,110,932,0.03125,0.4140625,-0.5429688
ACCEL,2011-03-17 12:09:20.940,110,933,-0.0859375,0.4101563,-0.28125
ACCEL,2011-03-17 12:09:20.960,110,934,-0.1796875,0.3710938,-0.1484375
ACCEL,2011-03-17 12:09:20.980,110,935,-0.109375,0.296875,-0.07421875
ACCEL,2011-03-17 12:09:21.000,110,936,-0.08984375,0.1835938,-0.06640625
ACCEL,2011-03-17 12:09:21.016,110,937,-0.1523438,0.1171875,0
ACCEL,2011-03-17 12:09:21.036,110,938,-0.1640625,0.1367188,0.5664063
ACCEL,2011-03-17 12:09:21.056,110,939,-0.3164063,0.1914063,0.7929688
ACCEL,2011-03-17 12:09:21.076,110,940,-0.4921875,0.2382813,0.984375
ACCEL,2011-03-17 12:09:21.096,110,941,-0.6289063,0.2460938,1.058594
ACCEL,2011-03-17 12:09:21.116,110,942,-0.65625,0.2460938,0.921875
ACCEL,2011-03-17 12:09:21.136,110,943,-0.6992188,0.2617188,0.921875
ACCEL,2011-03-17 12:09:21.156,110,944,-0.7578125,0.359375,1.066406
ACCEL,2011-03-17 12:09:21.172,110,945,-0.7578125,0.3671875,1.082031
ACCEL,2011-03-17 12:09:21.192,110,946,-0.7226563,0.3164063,0.9570313
ACCEL,2011-03-17 12:09:21.212,110,947,-0.7382813,0.3164063,0.9023438
ACCEL,2011-03-17 12:09:21.232,110,948,-0.7460938,0.3164063,0.9296875
ACCEL,2011-03-17 12:09:21.252,110,949,-0.7226563,0.296875,0.9335938
ACCEL,2011-03-17 12:09:21.272,110,950,-0.6914063,0.28125,0.8515625
ACCEL,2011-03-17 12:09:21.292,110,951,-0.65625,0.2578125,0.7226563
ACCEL,2011-03-17 12:09:21.312,110,952,-0.65625,0.2617188,0.6796875
ACCEL,2011-03-17 12:09:21.328,110,953,-0.671875,0.265625,0.6679688
ACCEL,2011-03-17 12:09:21.348,110,954,-0.671875,0.234375,0.6132813
ACCEL,2011-03-17 12:09:21.368,110,955,-0.6835938,0.1914063,0.5351563
ACCEL,2011-03-17 12:09:21.388,110,956,-0.7070313,0.1445313,0.4765625
ACCEL,2011-03-17 12:09:21.408,110,957,-0.75,0.140625,0.484375
ACCEL,2011-03-17 12:09:21.428,110,958,-0.78125,0.1484375,0.5351563
ACCEL,2011-03-17 12:09:21.448,110,959,-0.75,0.1679688,0.4609375
ACCEL,2011-03-17 12:09:21.468,110,960,-0.7148438,0.2304688,0.1054688
ACCEL,2011-03-17 12:09:21.485,110,961,-0.7226563,0.2070313,0.01171875
ACCEL,2011-03-17 12:09:21.505,110,962,-0.7851563,0.171875,0.2421875
ACCEL,2011-03-17 12:09:21.525,110,963,-0.7929688,0.2460938,0.2070313
ACCEL,2011-03-17 12:09:21.545,110,964,-0.7265625,0.3125,-0.1914063
ACCEL,2011-03-17 12:09:21.565,110,965,-0.5742188,0.4335938,-0.234375
ACCEL,2011-03-17 12:09:21.585,110,966,-0.625,0.2304688,-0.2773438
ACCEL,2011-03-17 12:09:21.605,110,967,-0.6914063,0.3359375,-0.1484375
ACCEL,2011-03-17 12:09:21.625,110,968,-0.59375,0.5859375,-0.3945313
ACCEL,2011-03-17 12:09:21.636,110,969,-0.6210938,0.53125,-0.7578125
ACCEL,2011-03-17 12:09:21.656,110,970,-0.6132813,0.4882813,-0.53125
ACCEL,2011-03-17 12:09:21.676,110,971,-0.6523438,0.4375,-0.4375
ACCEL,2011-03-17 12:09:21.696,110,972,-0.6640625,0.5,-0.5546875
ACCEL,2011-03-17 12:09:21.716,110,973,-0.546875,0.6992188,-0.9414063
ACCEL,2011-03-17 12:09:21.736,110,974,-0.4179688,0.6835938,-0.9726563
ACCEL,2011-03-17 12:09:21.756,110,975,-0.4609375,0.6796875,-0.796875
ACCEL,2011-03-17 12:09:21.776,110,976,-0.5078125,0.6054688,-0.8125
ACCEL,2011-03-17 12:09:21.796,110,977,-0.4765625,0.5625,-0.8828125
ACCEL,2011-03-17 12:09:21.813,110,978,-0.3515625,0.5703125,-0.9765625
ACCEL,2011-03-17 12:09:21.833,110,979,-0.2578125,0.53125,-0.84375
ACCEL,2011-03-17 12:09:21.853,110,980,-0.3046875,0.546875,-0.7734375
ACCEL,2011-03-17 12:09:21.873,110,981,-0.3242188,0.4921875,-0.8203125
ACCEL,2011-03-17 12:09:21.893,110,982,-0.2773438,0.5742188,-0.890625
ACCEL,2011-03-17 12:09:21.913,110,983,-0.125,0.5234375,-1
ACCEL,2011-03-17 12:09:21.933,110,984,-0.015625,0.4921875,-1.007813
ACCEL,2011-03-17 12:09:21.953,110,985,0.02734375,0.5273438,-1.023438
ACCEL,2011-03-17 12:09:21.965,110,986,0.1132813,0.6992188,-1.171875
ACCEL,2011-03-17 12:09:21.985,110,987,0.1640625,0.7578125,-1.355469
ACCEL,2011-03-17 12:09:22.005,110,988,0.4023438,0.8359375,-1.457031
ACCEL,2011-03-17 12:09:22.025,110,989,0.3242188,0.8359375,-1.496094
ACCEL,2011-03-17 12:09:22.045,110,990,0.328125,0.8242188,-1.449219
ACCEL,2011-03-17 12:09:22.065,110,991,0.3945313,0.7460938,-1.363281
ACCEL,2011-03-17 12:09:22.085,110,992,0.4101563,0.7148438,-1.304688
ACCEL,2011-03-17 12:09:22.105,110,993,0.4921875,0.6171875,-1.175781
ACCEL,2011-03-17 12:09:22.125,110,994,0.3398438,0.515625,-0.9765625
ACCEL,2011-03-17 12:09:22.141,110,995,0.2382813,0.4921875,-0.828125
ACCEL,2011-03-17 12:09:22.161,110,996,0.1914063,0.4492188,-0.765625
ACCEL,2011-03-17 12:09:22.181,110,997,0.1835938,0.421875,-0.6992188
ACCEL,2011-03-17 12:09:22.201,110,998,0.15625,0.453125,-0.6054688
ACCEL,2011-03-17 12:09:22.221,110,999,0.1328125,0.375,-0.4023438
ACCEL,2011-03-17 12:09:22.241,110,1000,0.05078125,0.3125,-0.2460938
ACCEL,2011-03-17 12:09:22.261,110,1001,-0.4609375,0.2929688,-0.08984375
ACCEL,2011-03-17 12:09:22.281,110,1002,-0.4140625,0.2578125,-0.09375
ACCEL,2011-03-17 12:09:22.293,110,1003,-0.296875,0.296875,-0.2578125
ACCEL,2011-03-17 12:09:22.313,110,1004,-0.21875,0.3242188,-0.2265625
ACCEL,2011-03-17 12:09:22.333,110,1005,-0.2539063,0.2773438,-0.08203125
ACCEL,2011-03-17 12:09:22.353,110,1006,-0.3515625,0.1445313,0.5429688
ACCEL,2011-03-17 12:09:22.373,110,1007,-0.5078125,0.234375,0.5859375
ACCEL,2011-03-17 12:09:22.393,110,1008,-0.6875,0.2421875,0.859375
ACCEL,2011-03-17 12:09:22.413,110,1009,-0.796875,0.2148438,1.109375
ACCEL,2011-03-17 12:09:22.433,110,1010,-0.8203125,0.2226563,1.15625
ACCEL,2011-03-17 12:09:22.453,110,1011,-0.78125,0.2421875,1.058594
ACCEL,2011-03-17 12:09:22.465,110,1012,-0.7265625,0.21875,1.117188
ACCEL,2011-03-17 12:09:22.485,110,1013,-0.7226563,0.2421875,1.132813
ACCEL,2011-03-17 12:09:22.505,110,1014,-0.6992188,0.1914063,1.117188
ACCEL,2011-03-17 12:09:22.525,110,1015,-0.7070313,0.1445313,1.082031
ACCEL,2011-03-17 12:09:22.545,110,1016,-0.7304688,0.1757813,0.9570313
ACCEL,2011-03-17 12:09:22.565,110,1017,-0.7226563,0.1914063,0.90625
ACCEL,2011-03-17 12:09:22.585,110,1018,-0.6914063,0.21875,0.859375
ACCEL,2011-03-17 12:09:22.605,110,1019,-0.6132813,0.1679688,0.765625
ACCEL,2011-03-17 12:09:22.625,110,1020,-0.5742188,0.1484375,0.71875
ACCEL,2011-03-17 12:09:22.656,110,1021,-0.5976563,0.1171875,0.6992188
ACCEL,2011-03-17 12:09:22.676,110,1022,-0.609375,0.0859375,0.7148438
ACCEL,2011-03-17 12:09:22.696,110,1023,-0.59375,0.05859375,0.6757813
ACCEL,2011-03-17 12:09:22.716,110,1024,-0.6015625,0.06640625,0.6367188
ACCEL,2011-03-17 12:09:22.736,110,1025,-0.5898438,0.03515625,0.5976563
ACCEL,2011-03-17 12:09:22.756,110,1026,-0.6875,0.08984375,0.4648438
ACCEL,2011-03-17 12:09:22.776,110,1027,-0.7421875,0.05078125,0.4492188
ACCEL,2011-03-17 12:09:22.796,110,1028,-0.7929688,0.109375,0.3828125
ACCEL,2011-03-17 12:09:22.793,110,1029,-0.78125,0.06640625,0.34375
ACCEL,2011-03-17 12:09:22.813,110,1030,-0.8125,0.1679688,0.1523438
ACCEL,2011-03-17 12:09:22.833,110,1031,-0.7929688,0.1757813,0.1835938
ACCEL,2011-03-17 12:09:22.853,110,1032,-0.8515625,0.34375,-0.05078125
ACCEL,2011-03-17 12:09:22.873,110,1033,-0.7929688,0.3125,-0.15625
ACCEL,2011-03-17 12:09:22.893,110,1034,-0.7851563,0.3007813,-0.1054688
ACCEL,2011-03-17 12:09:22.913,110,1035,-0.8398438,0.578125,-0.1875
ACCEL,2011-03-17 12:09:22.933,110,1036,-0.671875,0.609375,-0.7539063
ACCEL,2011-03-17 12:09:22.953,110,1037,-0.6835938,0.4804688,-0.421875
ACCEL,2011-03-17 12:09:22.980,110,1038,-0.703125,0.3710938,-0.4882813
ACCEL,2011-03-17 12:09:23.000,110,1039,-0.78125,0.4570313,-0.5742188
ACCEL,2011-03-17 12:09:23.020,110,1040,-0.75,0.5390625,-0.6835938
ACCEL,2011-03-17 12:09:23.040,110,1041,-0.6875,0.5976563,-0.609375
ACCEL,2011-03-17 12:09:23.060,110,1042,-0.734375,0.6171875,-0.6484375
ACCEL,2011-03-17 12:09:23.080,110,1043,-0.7539063,0.5507813,-0.6679688
ACCEL,2011-03-17 12:09:23.100,110,1044,-0.7421875,0.640625,-0.734375
ACCEL,2011-03-17 12:09:23.120,110,1045,-0.6054688,0.5585938,-0.7460938
ACCEL,2011-03-17 12:09:23.140,110,1046,-0.6289063,0.6171875,-0.65625
ACCEL,2011-03-17 12:09:23.141,110,1047,-0.5546875,0.640625,-0.9101563
ACCEL,2011-03-17 12:09:23.161,110,1048,-0.75,0.5546875,-0.8085938
ACCEL,2011-03-17 12:09:23.181,110,1049,-0.6601563,0.4648438,-0.7734375
ACCEL,2011-03-17 12:09:23.201,110,1050,-0.5820313,0.5078125,-0.8164063
ACCEL,2011-03-17 12:09:23.221,110,1051,-0.4296875,0.5507813,-0.9726563
ACCEL,2011-03-17 12:09:23.241,110,1052,-0.2226563,0.5429688,-1.074219
ACCEL,2011-03-17 12:09:23.261,110,1053,-0.05078125,0.5703125,-1.027344
ACCEL,2011-03-17 12:09:23.281,110,1054,0.01953125,0.5703125,-1.230469
ACCEL,2011-03-17 12:09:23.313,110,1055,0.0859375,0.6796875,-1.507813
ACCEL,2011-03-17 12:09:23.333,110,1056,0.125,0.6601563,-1.503906
ACCEL,2011-03-17 12:09:23.353,110,1057,0.5585938,0.6601563,-1.398438
ACCEL,2011-03-17 12:09:23.373,110,1058,0.3828125,0.5625,-1.386719
ACCEL,2011-03-17 12:09:23.393,110,1059,0.34375,0.5,-1.289063
ACCEL,2011-03-17 12:09:23.413,110,1060,0.3671875,0.4453125,-1.214844
ACCEL,2011-03-17 12:09:23.433,110,1061,0.3789063,0.3945313,-1.148438
ACCEL,2011-03-17 12:09:23.453,110,1062,0.3320313,0.3984375,-1.007813
ACCEL,2011-03-17 12:09:23.465,110,1063,0.1953125,0.3554688,-0.7929688
ACCEL,2011-03-17 12:09:23.485,110,1064,0.07421875,0.296875,-0.6445313
ACCEL,2011-03-17 12:09:23.505,110,1065,-0.00390625,0.2695313,-0.5820313
ACCEL,2011-03-17 12:09:23.525,110,1066,-0.1328125,0.296875,-0.5742188
ACCEL,2011-03-17 12:09:23.545,110,1067,-0.09765625,0.2773438,-0.6328125
ACCEL,2011-03-17 12:09:23.565,110,1068,-0.1445313,0.2929688,-0.5507813
ACCEL,2011-03-17 12:09:23.585,110,1069,-0.1640625,0.2773438,-0.3203125
ACCEL,2011-03-17 12:09:23.605,110,1070,-0.1757813,0.2890625,-0.2226563
ACCEL,2011-03-17 12:09:23.625,110,1071,-0.171875,0.1992188,-0.1054688
ACCEL,2011-03-17 12:09:23.625,110,1072,-0.1523438,0.140625,-0.05078125
ACCEL,2011-03-17 12:09:23.645,110,1073,-0.1992188,0.2851563,1.511719
ACCEL,2011-03-17 12:09:23.665,110,1074,-0.4257813,0.09375,0.84375
ACCEL,2011-03-17 12:09:23.685,110,1075,-0.6484375,0.09375,1.105469
ACCEL,2011-03-17 12:09:23.705,110,1076,-0.765625,0.09375,1.257813
ACCEL,2011-03-17 12:09:23.725,110,1077,-0.703125,0.078125,0.9414063
ACCEL,2011-03-17 12:09:23.745,110,1078,-0.6484375,0.06640625,0.8671875
ACCEL,2011-03-17 12:09:23.765,110,1079,-0.7304688,0.1289063,1.058594
ACCEL,2011-03-17 12:09:23.797,110,1080,-0.7773438,0.1367188,1.078125
ACCEL,2011-03-17 12:09:23.817,110,1081,-0.78125,0.1015625,1.074219
ACCEL,2011-03-17 12:09:23.837,110,1082,-0.7695313,0.06640625,1.054688
ACCEL,2011-03-17 12:09:23.857,110,1083,-0.765625,0.0546875,0.984375
ACCEL,2011-03-17 12:09:23.877,110,1084,-0.7617188,0.0546875,0.9492188
ACCEL,2011-03-17 12:09:23.897,110,1085,-0.734375,0.0546875,0.9101563
ACCEL,2011-03-17 12:09:23.917,110,1086,-0.6835938,0.03125,0.8203125
ACCEL,2011-03-17 12:09:23.937,110,1087,-0.6289063,-0.046875,0.7734375
ACCEL,2011-03-17 12:09:23.933,110,1088,-0.6445313,-0.0234375,0.6796875
ACCEL,2011-03-17 12:09:23.953,110,1089,-0.6757813,0,0.546875
ACCEL,2011-03-17 12:09:23.973,110,1090,-0.6953125,0.00390625,0.4882813
ACCEL,2011-03-17 12:09:23.993,110,1091,-0.6796875,-0.00390625,0.421875
