800,,,,,,
slicing,70,90,,,,
ACCEL,2011-03-17 10:21:25.542,107,988,0.8984375,0.25,0.3007813
ACCEL,2011-03-17 10:21:25.562,107,989,0.8710938,0.2929688,0.265625
ACCEL,2011-03-17 10:21:25.578,107,990,0.8359375,0.3710938,0.1835938
ACCEL,2011-03-17 10:21:25.598,107,991,0.8007813,0.4570313,0.1367188
ACCEL,2011-03-17 10:21:25.618,107,992,0.7851563,0.5195313,0.1757813
ACCEL,2011-03-17 10:21:25.638,107,993,0.7773438,0.5664063,0.234375
ACCEL,2011-03-17 10:21:25.658,107,994,0.796875,0.5664063,0.2695313
ACCEL,2011-03-17 10:21:25.678,107,995,0.8359375,0.5820313,0.265625
ACCEL,2011-03-17 10:21:25.698,107,996,0.875,0.6328125,0.2265625
ACCEL,2011-03-17 10:21:25.718,107,997,0.8671875,0.703125,0.1835938
ACCEL,2011-03-17 10:21:25.750,107,998,0.7929688,0.703125,0.2226563
ACCEL,2011-03-17 10:21:25.770,107,999,0.7382813,0.6796875,0.28125
ACCEL,2011-03-17 10:21:25.790,107,1000,0.7421875,0.7070313,0.2617188
ACCEL,2011-03-17 10:21:25.810,107,1001,0.7578125,0.7382813,0.2148438
ACCEL,2011-03-17 10:21:25.830,107,1002,0.7539063,0.7539063,0.1445313
ACCEL,2011-03-17 10:21:25.850,107,1003,0.71875,0.7226563,0.1523438
ACCEL,2011-03-17 10:21:25.870,107,1004,0.6835938,0.7070313,0.1640625
ACCEL,2011-03-17 10:21:25.890,107,1005,0.6953125,0.71875,0.1523438
ACCEL,2011-03-17 10:21:25.906,107,1006,1.085938,0.6484375,0.21875
ACCEL,2011-03-17 10:21:25.926,107,1007,0.8828125,0.5703125,0.1796875
ACCEL,2011-03-17 10:21:25.946,107,1008,0.9335938,0.5859375,0.2382813
ACCEL,2011-03-17 10:21:25.966,107,1009,0.8203125,0.4570313,0.1953125
ACCEL,2011-03-17 10:21:25.986,107,1010,0.8203125,0.5117188,0.3203125
ACCEL,2011-03-17 10:21:26.006,107,1011,1.175781,0.5898438,0.34375
ACCEL,2011-03-17 10:21:26.026,107,1012,0.8867188,0.5039063,0.3046875
ACCEL,2011-03-17 10:21:26.046,107,1013,0.9453125,0.4492188,0.3164063
ACCEL,2011-03-17 10:21:26.063,107,1014,0.96875,0.4414063,0.3164063
ACCEL,2011-03-17 10:21:26.083,107,1015,0.90625,0.359375,0.2695313
ACCEL,2011-03-17 10:21:26.103,107,1016,0.8828125,0.390625,0.1835938
ACCEL,2011-03-17 10:21:26.123,107,1017,0.953125,0.3359375,0.2617188
ACCEL,2011-03-17 10:21:26.143,107,1018,0.9492188,0.3242188,0.296875
ACCEL,2011-03-17 10:21:26.163,107,1019,0.9882813,0.2382813,0.2851563
ACCEL,2011-03-17 10:21:26.183,107,1020,1.003906,0.234375,0.296875
ACCEL,2011-03-17 10:21:26.203,107,1021,0.9960938,0.40625,0.2578125
ACCEL,2011-03-17 10:21:26.215,107,1022,0.8125,0.28125,0.3320313
ACCEL,2011-03-17 10:21:26.235,107,1023,0.9765625,0.2226563,0.2734375
ACCEL,2011-03-17 10:21:26.255,107,1024,1.101563,0.1953125,0.1953125
ACCEL,2011-03-17 10:21:26.275,107,1025,0.9648438,0.1796875,0.3085938
ACCEL,2011-03-17 10:21:26.295,107,1026,1.070313,0.1132813,0.2929688
ACCEL,2011-03-17 10:21:26.315,107,1027,1.15625,0.02734375,0.2929688
ACCEL,2011-03-17 10:21:26.335,107,1028,1.160156,-0.01171875,0.328125
ACCEL,2011-03-17 10:21:26.355,107,1029,1.097656,-0.01953125,0.328125
ACCEL,2011-03-17 10:21:26.375,107,1030,1.039063,-0.03125,0.3242188
ACCEL,2011-03-17 10:21:26.411,107,1031,1.003906,-0.0234375,0.3164063
ACCEL,2011-03-17 10:21:26.431,107,1032,0.9765625,-0.01953125,0.3085938
ACCEL,2011-03-17 10:21:26.451,107,1033,0.9726563,-0.00390625,0.328125
ACCEL,2011-03-17 10:21:26.471,107,1034,0.9648438,0.03515625,0.3398438
ACCEL,2011-03-17 10:21:26.491,107,1035,0.9570313,0.08984375,0.34375
ACCEL,2011-03-17 10:21:26.511,107,1036,0.9492188,0.1484375,0.3359375
ACCEL,2011-03-17 10:21:26.531,107,1037,0.921875,0.21875,0.265625
ACCEL,2011-03-17 10:21:26.551,107,1038,0.8984375,0.2695313,0.2304688
ACCEL,2011-03-17 10:21:26.571,107,1039,0.8867188,0.34375,0.203125
ACCEL,2011-03-17 10:21:26.591,107,1040,0.8867188,0.3984375,0.1875
ACCEL,2011-03-17 10:21:26.611,107,1041,0.953125,0.4335938,0.21875
ACCEL,2011-03-17 10:21:26.631,107,1042,0.96875,0.5,0.2382813
ACCEL,2011-03-17 10:21:26.651,107,1043,0.921875,0.5585938,0.2617188
ACCEL,2011-03-17 10:21:26.671,107,1044,0.8554688,0.6015625,0.2304688
ACCEL,2011-03-17 10:21:26.699,107,1045,0.828125,0.6171875,0.2109375
ACCEL,2011-03-17 10:21:26.719,107,1046,0.8359375,0.59375,0.2226563
ACCEL,2011-03-17 10:21:26.739,107,1047,0.8515625,0.5859375,0.234375
ACCEL,2011-03-17 10:21:26.759,107,1048,0.8164063,0.6328125,0.2265625
ACCEL,2011-03-17 10:21:26.779,107,1049,0.7421875,0.6679688,0.21875
ACCEL,2011-03-17 10:21:26.799,107,1050,0.703125,0.6640625,0.21875
ACCEL,2011-03-17 10:21:26.819,107,1051,0.7148438,0.6757813,0.1875
ACCEL,2011-03-17 10:21:26.839,107,1052,0.78125,0.6757813,0.125
ACCEL,2011-03-17 10:21:26.859,107,1053,0.8125,0.6640625,0.125
ACCEL,2011-03-17 10:21:26.860,107,1054,1.085938,0.5742188,0.3085938
ACCEL,2011-03-17 10:21:26.880,107,1055,0.8632813,0.5546875,0.2578125
ACCEL,2011-03-17 10:21:26.900,107,1056,0.8945313,0.53125,0.2421875
ACCEL,2011-03-17 10:21:26.920,107,1057,1.019531,0.625,0.34375
ACCEL,2011-03-17 10:21:26.940,107,1058,0.9414063,0.6054688,0.2773438
ACCEL,2011-03-17 10:21:26.960,107,1059,0.921875,0.515625,0.21875
ACCEL,2011-03-17 10:21:26.980,107,1060,0.8125,0.5703125,0.1914063
ACCEL,2011-03-17 10:21:27.000,107,1061,0.8164063,0.4609375,0.2734375
ACCEL,2011-03-17 10:21:27.031,107,1062,0.8710938,0.578125,0.1914063
ACCEL,2011-03-17 10:21:27.051,107,1063,0.8046875,0.4648438,0.1835938
ACCEL,2011-03-17 10:21:27.071,107,1064,0.90625,0.4453125,0.25
ACCEL,2011-03-17 10:21:27.091,107,1065,0.8710938,0.453125,0.2421875
ACCEL,2011-03-17 10:21:27.111,107,1066,0.9335938,0.4453125,0.1914063
ACCEL,2011-03-17 10:21:27.131,107,1067,0.8867188,0.3554688,0.2226563
ACCEL,2011-03-17 10:21:27.151,107,1068,0.890625,0.3671875,0.28125
ACCEL,2011-03-17 10:21:27.171,107,1069,0.9414063,0.2734375,0.2304688
ACCEL,2011-03-17 10:21:27.203,107,1070,0.9921875,0.28125,0.2382813
ACCEL,2011-03-17 10:21:27.223,107,1071,0.8867188,0.2539063,0.1367188
ACCEL,2011-03-17 10:21:27.243,107,1072,1.015625,0.3007813,0.3085938
ACCEL,2011-03-17 10:21:27.263,107,1073,0.9960938,0.3046875,0.3710938
ACCEL,2011-03-17 10:21:27.283,107,1074,0.7851563,0.140625,0.2929688
ACCEL,2011-03-17 10:21:27.303,107,1075,1.03125,0.1757813,0.2851563
ACCEL,2011-03-17 10:21:27.323,107,1076,1.046875,0.0546875,0.3046875
ACCEL,2011-03-17 10:21:27.343,107,1077,1.011719,0.0625,0.3085938
ACCEL,2011-03-17 10:21:27.360,107,1078,0.9921875,0.078125,0.3164063
ACCEL,2011-03-17 10:21:27.380,107,1079,1.011719,0.078125,0.2578125
ACCEL,2011-03-17 10:21:27.400,107,1080,1.003906,0.05859375,0.2890625
ACCEL,2011-03-17 10:21:27.420,107,1081,1.015625,0.0546875,0.3203125
ACCEL,2011-03-17 10:21:27.440,107,1082,1.027344,0.07421875,0.3320313
ACCEL,2011-03-17 10:21:27.460,107,1083,1.039063,0.0859375,0.3554688
ACCEL,2011-03-17 10:21:27.480,107,1084,1.003906,0.09765625,0.3671875
ACCEL,2011-03-17 10:21:27.500,107,1085,0.9804688,0.125,0.3476563
ACCEL,2011-03-17 10:21:27.511,107,1086,0.953125,0.1757813,0.3242188
ACCEL,2011-03-17 10:21:27.531,107,1087,0.9257813,0.2148438,0.265625
ACCEL,2011-03-17 10:21:27.551,107,1088,0.9140625,0.2460938,0.2382813
ACCEL,2011-03-17 10:21:27.571,107,1089,0.9375,0.2695313,0.2226563
ACCEL,2011-03-17 10:21:27.591,107,1090,0.9648438,0.3046875,0.2304688
ACCEL,2011-03-17 10:21:27.611,107,1091,0.9296875,0.3398438,0.2460938
ACCEL,2011-03-17 10:21:27.631,107,1092,0.8945313,0.3476563,0.2617188
ACCEL,2011-03-17 10:21:27.651,107,1093,0.9023438,0.3828125,0.2695313
ACCEL,2011-03-17 10:21:27.671,107,1094,0.9179688,0.453125,0.265625
ACCEL,2011-03-17 10:21:27.683,107,1095,0.890625,0.484375,0.2734375
ACCEL,2011-03-17 10:21:27.703,107,1096,0.8359375,0.453125,0.3320313
ACCEL,2011-03-17 10:21:27.723,107,1097,0.8320313,0.4453125,0.3007813
ACCEL,2011-03-17 10:21:27.743,107,1098,0.8984375,0.4765625,0.265625
ACCEL,2011-03-17 10:21:27.763,107,1099,0.9609375,0.4921875,0.2304688
ACCEL,2011-03-17 10:21:27.783,107,1100,0.9296875,0.4960938,0.21875
ACCEL,2011-03-17 10:21:27.803,107,1101,0.8476563,0.484375,0.2382813
ACCEL,2011-03-17 10:21:27.823,107,1102,0.8320313,0.4804688,0.25
ACCEL,2011-03-17 10:21:27.843,107,1103,0.859375,0.4960938,0.2421875
ACCEL,2011-03-17 10:21:27.875,107,1104,0.8359375,0.5273438,0.21875
ACCEL,2011-03-17 10:21:27.895,107,1105,0.7929688,0.5195313,0.2109375
ACCEL,2011-03-17 10:21:27.915,107,1106,1.03125,0.4882813,0.3320313
ACCEL,2011-03-17 10:21:27.935,107,1107,0.9335938,0.4570313,0.2226563
ACCEL,2011-03-17 10:21:27.955,107,1108,0.9726563,0.4804688,0.2382813
ACCEL,2011-03-17 10:21:27.975,107,1109,1.035156,0.4921875,0.2851563
ACCEL,2011-03-17 10:21:27.995,107,1110,0.8945313,0.4296875,0.2773438
ACCEL,2011-03-17 10:21:28.015,107,1111,0.875,0.4648438,0.265625
ACCEL,2011-03-17 10:21:28.047,107,1112,0.8515625,0.4023438,0.28125
ACCEL,2011-03-17 10:21:28.067,107,1113,0.9140625,0.5585938,0.28125
ACCEL,2011-03-17 10:21:28.087,107,1114,0.8945313,0.4257813,0.1992188
ACCEL,2011-03-17 10:21:28.107,107,1115,0.9570313,0.5039063,0.1914063
ACCEL,2011-03-17 10:21:28.127,107,1116,0.7929688,0.4140625,0.1914063
ACCEL,2011-03-17 10:21:28.147,107,1117,0.875,0.5117188,0.1914063
ACCEL,2011-03-17 10:21:28.167,107,1118,0.9101563,0.4648438,0.2070313
ACCEL,2011-03-17 10:21:28.187,107,1119,0.9101563,0.3046875,0.2226563
ACCEL,2011-03-17 10:21:28.203,107,1120,0.984375,0.2890625,0.1992188
ACCEL,2011-03-17 10:21:28.223,107,1121,1.042969,0.2890625,0.25
ACCEL,2011-03-17 10:21:28.243,107,1122,1.019531,0.140625,0.234375
ACCEL,2011-03-17 10:21:28.263,107,1123,1.070313,0.2851563,0.296875
ACCEL,2011-03-17 10:21:28.283,107,1124,1.019531,0.1015625,0.2773438
ACCEL,2011-03-17 10:21:28.303,107,1125,1.0625,0.01171875,0.3085938
ACCEL,2011-03-17 10:21:28.323,107,1126,1.023438,0.08984375,0.4101563
ACCEL,2011-03-17 10:21:28.343,107,1127,1.089844,0.02734375,0.28125
ACCEL,2011-03-17 10:21:28.344,107,1128,1.125,-0.015625,0.2929688
ACCEL,2011-03-17 10:21:28.364,107,1129,1.085938,-0.0703125,0.3515625
ACCEL,2011-03-17 10:21:28.384,107,1130,1.089844,-0.09765625,0.3789063
ACCEL,2011-03-17 10:21:28.404,107,1131,1.058594,-0.08203125,0.3710938
ACCEL,2011-03-17 10:21:28.424,107,1132,1.042969,-0.03515625,0.3554688
ACCEL,2011-03-17 10:21:28.444,107,1133,1.054688,0.00390625,0.3515625
ACCEL,2011-03-17 10:21:28.464,107,1134,1.035156,0.03515625,0.3359375
ACCEL,2011-03-17 10:21:28.484,107,1135,0.9726563,0.078125,0.3515625
ACCEL,2011-03-17 10:21:28.516,107,1136,0.9179688,0.1210938,0.3476563
ACCEL,2011-03-17 10:21:28.536,107,1137,0.9257813,0.1835938,0.328125
ACCEL,2011-03-17 10:21:28.556,107,1138,0.9609375,0.2617188,0.296875
ACCEL,2011-03-17 10:21:28.576,107,1139,0.9453125,0.3164063,0.2890625
ACCEL,2011-03-17 10:21:28.596,107,1140,0.8632813,0.3359375,0.2851563
ACCEL,2011-03-17 10:21:28.616,107,1141,0.828125,0.4140625,0.28125
ACCEL,2011-03-17 10:21:28.636,107,1142,0.8359375,0.4804688,0.2734375
ACCEL,2011-03-17 10:21:28.656,107,1143,0.890625,0.4960938,0.2695313
ACCEL,2011-03-17 10:21:28.656,107,1144,0.8359375,0.5039063,0.2695313
ACCEL,2011-03-17 10:21:28.676,107,1145,0.765625,0.515625,0.2421875
ACCEL,2011-03-17 10:21:28.696,107,1146,0.7304688,0.5507813,0.2070313
ACCEL,2011-03-17 10:21:28.716,107,1147,0.7382813,0.609375,0.15625
ACCEL,2011-03-17 10:21:28.736,107,1148,0.796875,0.59375,0.1796875
ACCEL,2011-03-17 10:21:28.756,107,1149,0.796875,0.5585938,0.203125
ACCEL,2011-03-17 10:21:28.776,107,1150,0.7578125,0.5507813,0.1914063
ACCEL,2011-03-17 10:21:28.796,107,1151,0.7265625,0.5703125,0.1445313
ACCEL,2011-03-17 10:21:28.813,107,1152,0.765625,0.5976563,0.109375
ACCEL,2011-03-17 10:21:28.833,107,1153,0.796875,0.6132813,0.1132813
ACCEL,2011-03-17 10:21:28.853,107,1154,0.78125,0.640625,0.15625
ACCEL,2011-03-17 10:21:28.873,107,1155,0.9140625,0.5585938,0.2382813
ACCEL,2011-03-17 10:21:28.893,107,1156,1.097656,0.5742188,0.2421875
ACCEL,2011-03-17 10:21:28.913,107,1157,0.9101563,0.6171875,0.2851563
ACCEL,2011-03-17 10:21:28.933,107,1158,0.8789063,0.5585938,0.2734375
ACCEL,2011-03-17 10:21:28.953,107,1159,0.8789063,0.6015625,0.2773438
ACCEL,2011-03-17 10:21:28.985,107,1160,0.8398438,0.5507813,0.2226563
ACCEL,2011-03-17 10:21:29.005,107,1161,0.8007813,0.4960938,0.1992188
ACCEL,2011-03-17 10:21:29.025,107,1162,0.8476563,0.609375,0.203125
ACCEL,2011-03-17 10:21:29.045,107,1163,0.8515625,0.5898438,0.1914063
ACCEL,2011-03-17 10:21:29.065,107,1164,0.7421875,0.4765625,0.234375
ACCEL,2011-03-17 10:21:29.085,107,1165,0.8671875,0.5039063,0.2304688
ACCEL,2011-03-17 10:21:29.105,107,1166,0.9570313,0.546875,0.09765625
ACCEL,2011-03-17 10:21:29.125,107,1167,0.875,0.46875,0.0625
ACCEL,2011-03-17 10:21:29.156,107,1168,0.8984375,0.3476563,0.2695313
ACCEL,2011-03-17 10:21:29.176,107,1169,1,0.5507813,0.4023438
ACCEL,2011-03-17 10:21:29.196,107,1170,0.8164063,0.5039063,0.2890625
ACCEL,2011-03-17 10:21:29.216,107,1171,0.875,0.4335938,0.1328125
ACCEL,2011-03-17 10:21:29.236,107,1172,0.96875,0.4023438,0.3007813
ACCEL,2011-03-17 10:21:29.256,107,1173,0.8945313,0.328125,0.234375
ACCEL,2011-03-17 10:21:29.276,107,1174,1.0625,0.2226563,0.2265625
ACCEL,2011-03-17 10:21:29.296,107,1175,1,0.15625,0.2734375
ACCEL,2011-03-17 10:21:29.308,107,1176,0.9921875,0.1992188,0.3125
ACCEL,2011-03-17 10:21:29.328,107,1177,1.019531,0.234375,0.265625
ACCEL,2011-03-17 10:21:29.348,107,1178,1.046875,0.1914063,0.2851563
ACCEL,2011-03-17 10:21:29.368,107,1179,1.058594,0.1171875,0.2773438
ACCEL,2011-03-17 10:21:29.388,107,1180,1.109375,0.0546875,0.3164063
ACCEL,2011-03-17 10:21:29.408,107,1181,1.109375,0.03515625,0.3046875
ACCEL,2011-03-17 10:21:29.428,107,1182,1.015625,0.04296875,0.3085938
ACCEL,2011-03-17 10:21:29.448,107,1183,0.953125,0.05078125,0.296875
ACCEL,2011-03-17 10:21:29.468,107,1184,0.9804688,0.05859375,0.2851563
ACCEL,2011-03-17 10:21:29.485,107,1185,0.984375,0.0625,0.2734375
ACCEL,2011-03-17 10:21:29.505,107,1186,0.9921875,0.07421875,0.2929688
ACCEL,2011-03-17 10:21:29.525,107,1187,1.003906,0.125,0.296875
ACCEL,2011-03-17 10:21:29.545,107,1188,0.9921875,0.1679688,0.3125
ACCEL,2011-03-17 10:21:29.565,107,1189,0.9453125,0.2226563,0.328125
ACCEL,2011-03-17 10:21:29.585,107,1190,0.9101563,0.2695313,0.3046875
ACCEL,2011-03-17 10:21:29.605,107,1191,0.9257813,0.3203125,0.2617188
ACCEL,2011-03-17 10:21:29.625,107,1192,0.953125,0.3671875,0.2460938
ACCEL,2011-03-17 10:21:29.641,107,1193,0.9414063,0.4101563,0.2304688
ACCEL,2011-03-17 10:21:29.661,107,1194,0.8984375,0.4296875,0.25
ACCEL,2011-03-17 10:21:29.681,107,1195,0.8320313,0.4765625,0.2617188
ACCEL,2011-03-17 10:21:29.701,107,1196,0.8085938,0.5429688,0.2539063
ACCEL,2011-03-17 10:21:29.721,107,1197,0.8164063,0.5859375,0.2421875
ACCEL,2011-03-17 10:21:29.741,107,1198,0.8710938,0.59375,0.234375
ACCEL,2011-03-17 10:21:29.761,107,1199,0.8867188,0.6171875,0.2226563
ACCEL,2011-03-17 10:21:29.781,107,1200,0.84375,0.640625,0.21875
ACCEL,2011-03-17 10:21:29.813,107,1201,0.8164063,0.6445313,0.1914063
ACCEL,2011-03-17 10:21:29.833,107,1202,0.8203125,0.6328125,0.171875
ACCEL,2011-03-17 10:21:29.853,107,1203,0.8007813,0.6171875,0.1328125
ACCEL,2011-03-17 10:21:29.873,107,1204,0.765625,0.5976563,0.09765625
ACCEL,2011-03-17 10:21:29.893,107,1205,0.7460938,0.5898438,0.0625
ACCEL,2011-03-17 10:21:29.913,107,1206,1.023438,0.5273438,0.1601563
ACCEL,2011-03-17 10:21:29.933,107,1207,0.9101563,0.5117188,0.1992188
ACCEL,2011-03-17 10:21:29.953,107,1208,0.9179688,0.4570313,0.265625
ACCEL,2011-03-17 10:21:29.965,107,1209,0.9492188,0.5117188,0.28125
ACCEL,2011-03-17 10:21:29.985,107,1210,0.8867188,0.5117188,0.3203125
ACCEL,2011-03-17 10:21:30.005,107,1211,0.9179688,0.4921875,0.3320313
ACCEL,2011-03-17 10:21:30.025,107,1212,0.8867188,0.4375,0.2773438
ACCEL,2011-03-17 10:21:30.045,107,1213,0.921875,0.3203125,0.1992188
ACCEL,2011-03-17 10:21:30.065,107,1214,0.953125,0.3554688,0.2695313
ACCEL,2011-03-17 10:21:30.085,107,1215,0.9375,0.3632813,0.3007813
ACCEL,2011-03-17 10:21:30.105,107,1216,0.8710938,0.4726563,0.1835938
ACCEL,2011-03-17 10:21:30.125,107,1217,0.8632813,0.4140625,0.2304688
ACCEL,2011-03-17 10:21:30.156,107,1218,0.9414063,0.2460938,0.2460938
ACCEL,2011-03-17 10:21:30.176,107,1219,0.9414063,0.2929688,0.2304688
ACCEL,2011-03-17 10:21:30.196,107,1220,1.003906,0.2929688,0.265625
ACCEL,2011-03-17 10:21:30.216,107,1221,0.9492188,0.2226563,0.1757813
ACCEL,2011-03-17 10:21:30.236,107,1222,1.089844,0.1367188,0.1835938
ACCEL,2011-03-17 10:21:30.256,107,1223,0.9609375,0.1054688,0.2304688
ACCEL,2011-03-17 10:21:30.276,107,1224,1.003906,0.15625,0.2148438
ACCEL,2011-03-17 10:21:30.296,107,1225,1.113281,0.07421875,0.25
ACCEL,2011-03-17 10:21:30.313,107,1226,1.125,0.1054688,0.2773438
ACCEL,2011-03-17 10:21:30.333,107,1227,1.125,0.1171875,0.25
ACCEL,2011-03-17 10:21:30.353,107,1228,1.160156,0.01953125,0.2617188
ACCEL,2011-03-17 10:21:30.373,107,1229,1.0625,-0.0390625,0.3007813
ACCEL,2011-03-17 10:21:30.393,107,1230,1,-0.05078125,0.3085938
ACCEL,2011-03-17 10:21:30.413,107,1231,0.9921875,-0.0546875,0.296875
ACCEL,2011-03-17 10:21:30.433,107,1232,0.9882813,-0.03125,0.296875
ACCEL,2011-03-17 10:21:30.453,107,1233,0.9765625,0.00390625,0.2851563
ACCEL,2011-03-17 10:21:30.485,107,1234,0.9609375,0.046875,0.2773438
ACCEL,2011-03-17 10:21:30.505,107,1235,0.9648438,0.1015625,0.2929688
ACCEL,2011-03-17 10:21:30.525,107,1236,0.9726563,0.1484375,0.2929688
ACCEL,2011-03-17 10:21:30.545,107,1237,0.953125,0.1601563,0.2890625
ACCEL,2011-03-17 10:21:30.565,107,1238,0.9375,0.1914063,0.2734375
ACCEL,2011-03-17 10:21:30.585,107,1239,0.9023438,0.2578125,0.2734375
ACCEL,2011-03-17 10:21:30.605,107,1240,0.8476563,0.3164063,0.2617188
ACCEL,2011-03-17 10:21:30.625,107,1241,0.8789063,0.3554688,0.2578125
ACCEL,2011-03-17 10:21:30.625,107,1242,0.953125,0.3867188,0.25
ACCEL,2011-03-17 10:21:30.645,107,1243,0.9492188,0.4726563,0.25
ACCEL,2011-03-17 10:21:30.665,107,1244,0.8789063,0.5273438,0.2421875
ACCEL,2011-03-17 10:21:30.685,107,1245,0.828125,0.5390625,0.25
ACCEL,2011-03-17 10:21:30.705,107,1246,0.78125,0.5351563,0.2421875
ACCEL,2011-03-17 10:21:30.725,107,1247,0.859375,0.5429688,0.2460938
ACCEL,2011-03-17 10:21:30.745,107,1248,0.9335938,0.5859375,0.1914063
ACCEL,2011-03-17 10:21:30.765,107,1249,0.9257813,0.6015625,0.1835938
ACCEL,2011-03-17 10:21:30.797,107,1250,0.8476563,0.6171875,0.1875
ACCEL,2011-03-17 10:21:30.817,107,1251,0.7695313,0.6445313,0.203125
ACCEL,2011-03-17 10:21:30.837,107,1252,1.027344,0.453125,0.1914063
ACCEL,2011-03-17 10:21:30.857,107,1253,0.9296875,0.578125,0.1210938
ACCEL,2011-03-17 10:21:30.877,107,1254,0.875,0.5625,0.02734375
ACCEL,2011-03-17 10:21:30.897,107,1255,0.9375,0.515625,0.1210938
ACCEL,2011-03-17 10:21:30.917,107,1256,0.8164063,0.4921875,0.1445313
ACCEL,2011-03-17 10:21:30.937,107,1257,0.8828125,0.53125,0.2148438
ACCEL,2011-03-17 10:21:30.953,107,1258,0.8710938,0.5351563,0.2382813
ACCEL,2011-03-17 10:21:30.973,107,1259,0.90625,0.4375,0.2148438
ACCEL,2011-03-17 10:21:30.993,107,1260,0.9296875,0.3671875,0.1679688
ACCEL,2011-03-17 10:21:31.013,107,1261,0.9101563,0.5039063,0.2226563
ACCEL,2011-03-17 10:21:31.033,107,1262,1,0.4257813,0.1523438
ACCEL,2011-03-17 10:21:31.053,107,1263,0.9375,0.40625,0.2460938
ACCEL,2011-03-17 10:21:31.073,107,1264,0.8242188,0.3085938,0.203125
ACCEL,2011-03-17 10:21:31.093,107,1265,0.8554688,0.3476563,0.2109375
ACCEL,2011-03-17 10:21:31.125,107,1266,1.003906,0.3554688,0.2421875
ACCEL,2011-03-17 10:21:31.145,107,1267,0.9375,0.265625,0.265625
ACCEL,2011-03-17 10:21:31.165,107,1268,0.9765625,0.4023438,0.234375
ACCEL,2011-03-17 10:21:31.185,107,1269,0.9375,0.2929688,0.2109375
ACCEL,2011-03-17 10:21:31.205,107,1270,1.003906,0.2070313,0.2070313
ACCEL,2011-03-17 10:21:31.225,107,1271,1.058594,0.21875,0.2070313
ACCEL,2011-03-17 10:21:31.245,107,1272,1.066406,0.05859375,0.1953125
ACCEL,2011-03-17 10:21:31.265,107,1273,1.074219,0.2109375,0.125
ACCEL,2011-03-17 10:21:31.281,107,1274,1.144531,0.09765625,0.1054688
ACCEL,2011-03-17 10:21:31.301,107,1275,0.9765625,0.078125,0.2265625
ACCEL,2011-03-17 10:21:31.321,107,1276,1.042969,0.09765625,0.2578125
ACCEL,2011-03-17 10:21:31.341,107,1277,1.09375,0.0546875,0.2695313
ACCEL,2011-03-17 10:21:31.361,107,1278,1.175781,-0.015625,0.2148438
ACCEL,2011-03-17 10:21:31.381,107,1279,1.113281,-0.0625,0.2226563
ACCEL,2011-03-17 10:21:31.401,107,1280,1.039063,-0.0703125,0.2109375
ACCEL,2011-03-17 10:21:31.421,107,1281,0.9882813,-0.06640625,0.2421875
ACCEL,2011-03-17 10:21:31.449,107,1282,0.9804688,-0.0625,0.265625
ACCEL,2011-03-17 10:21:31.469,107,1283,1.027344,-0.03125,0.2617188
ACCEL,2011-03-17 10:21:31.489,107,1284,1.035156,0.00390625,0.2421875
ACCEL,2011-03-17 10:21:31.509,107,1285,1.003906,0.0546875,0.2460938
ACCEL,2011-03-17 10:21:31.529,107,1286,0.9726563,0.1132813,0.2539063
ACCEL,2011-03-17 10:21:31.549,107,1287,0.9453125,0.1640625,0.28125
ACCEL,2011-03-17 10:21:31.569,107,1288,0.9609375,0.1875,0.3125
ACCEL,2011-03-17 10:21:31.589,107,1289,1,0.203125,0.296875
ACCEL,2011-03-17 10:21:31.609,107,1290,0.9765625,0.265625,0.2695313
ACCEL,2011-03-17 10:21:31.625,107,1291,0.9101563,0.3515625,0.2617188
ACCEL,2011-03-17 10:21:31.645,107,1292,0.8671875,0.4335938,0.2695313
ACCEL,2011-03-17 10:21:31.665,107,1293,0.8984375,0.4726563,0.2460938
ACCEL,2011-03-17 10:21:31.685,107,1294,0.9453125,0.46875,0.25
ACCEL,2011-03-17 10:21:31.705,107,1295,0.90625,0.5078125,0.2539063
ACCEL,2011-03-17 10:21:31.725,107,1296,0.8515625,0.5546875,0.2617188
ACCEL,2011-03-17 10:21:31.745,107,1297,0.7734375,0.5820313,0.2460938
ACCEL,2011-03-17 10:21:31.765,107,1298,0.75,0.5898438,0.234375
ACCEL,2011-03-17 10:21:31.777,107,1299,0.8867188,0.6015625,0.21875
ACCEL,2011-03-17 10:21:31.797,107,1300,0.9375,0.6289063,0.171875
ACCEL,2011-03-17 10:21:31.817,107,1301,0.8359375,0.6367188,0.1484375
ACCEL,2011-03-17 10:21:31.837,107,1302,0.7148438,0.6445313,0.1289063
ACCEL,2011-03-17 10:21:31.857,107,1303,0.6367188,0.609375,0.1015625
ACCEL,2011-03-17 10:21:31.877,107,1304,1.03125,0.5351563,0.0546875
ACCEL,2011-03-17 10:21:31.897,107,1305,0.8476563,0.4570313,0.140625
ACCEL,2011-03-17 10:21:31.917,107,1306,0.8320313,0.4882813,0.1601563
ACCEL,2011-03-17 10:21:31.937,107,1307,0.9570313,0.6015625,0.1640625
ACCEL,2011-03-17 10:21:31.949,107,1308,0.9023438,0.5273438,0.2226563
ACCEL,2011-03-17 10:21:31.969,107,1309,0.9296875,0.4726563,0.2773438
ACCEL,2011-03-17 10:21:31.989,107,1310,0.8632813,0.3945313,0.234375
ACCEL,2011-03-17 10:21:32.009,107,1311,0.8984375,0.5664063,0.2382813
ACCEL,2011-03-17 10:21:32.029,107,1312,0.9492188,0.421875,0.171875
